host_id,host_since,host_response_time,host_is_superhost,host_total_listings_count,host_verifications,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,occupancy_est_total,occupancy_est_ltm,revenue_est_total,revenue_est_ltm,comp_ratings,days_as_host,success,success_ltm
24496358,2014-12-04,within an hour,FALSE,24,6,Bedok,East Region,426312,1.31722,103.9128,House,Private room,3,1,1,1,Real Bed,23,100,0,30,2,20,3,1125,5,0,96,10,9,10,10,9,10,FALSE,strict_14_with_grace_period,23,0,23,0.11,15,0,1500,0,7.7375,1818,Low,Low
24496358,2014-12-04,within an hour,FALSE,24,6,Bedok,East Region,426312,1.3168,103.91281,House,Private room,3,1,1,1,Real Bed,24,100,0,30,2,30,3,1125,3,1,93,9,10,10,9,10,10,FALSE,strict_14_with_grace_period,23,0,23,0.07,9,3,900,300,7.60625,1818,Low,Low
24496358,2014-12-04,within an hour,FALSE,24,6,Bedok,East Region,426312,1.31744,103.91363,House,Private room,3,1,1,1,Real Bed,11,100,200,30,2,30,3,1125,9,3,89,10,10,10,10,9,9,FALSE,strict_14_with_grace_period,23,0,23,0.18,27,9,2700,900,7.4312499999999995,1818,Low,Low
21386285,2014-09-16,within an hour,FALSE,13,8,Jurong East,West Region,609650,1.33854,103.73746,Apartment,Private room,1,1,1,1,Real Bed,22,33,138,10,1,0,5,1125,14,0,67,7,7,8,9,9,7,FALSE,strict_14_with_grace_period,9,2,7,0.28,70,0,2310,0,5.9875,1897,Low,Low
2673781,2012-06-18,N/A,FALSE,1,4,Novena,Central Region,327715,1.32343,103.85342,Apartment,Entire home/apt,6,2,2,3,Real Bed,9,300,0,70,6,20,1,10,1,0,100,10,10,10,10,10,10,FALSE,moderate,1,1,0,0.02,1,0,300,0,8,2717,Low,Low
5369632,2013-03-07,within a day,TRUE,1,8,River Valley,Central Region,238322,1.29666,103.83975,Apartment,Entire home/apt,2,1,1,1,Real Bed,25,130,150,80,2,50,30,180,34,5,96,10,9,10,10,10,10,FALSE,strict_14_with_grace_period,1,1,0,0.67,1020,150,132600,19500,7.78125,2455,High,High
32550968,2015-05-04,a few days or more,FALSE,1,3,Queenstown,Central Region,140083,1.30574,103.80105,Apartment,Private room,2,1.5,1,1,Real Bed,12,59,0,0,1,18,1,80,3,0,80,8,4,8,8,8,8,TRUE,moderate,1,0,1,0.07,3,0,177,0,6.425,1667,Low,Low
43056052,2015-09-01,N/A,FALSE,13,3,Geylang,Central Region,389799,1.31249,103.88328,Apartment,Entire home/apt,2,1,0,1,Real Bed,18,141,500,0,1,0,30,1125,8,0,93,9,9,8,9,9,9,FALSE,moderate,13,13,0,0.16,240,0,33840,0,7.3875,1547,High,Low
43056052,2015-09-01,N/A,FALSE,13,3,Geylang,Central Region,389799,1.31447,103.88143,Apartment,Entire home/apt,2,1,1,1,Real Bed,18,160,500,0,1,0,30,1125,2,0,80,8,10,8,9,9,8,FALSE,moderate,13,13,0,0.04,60,0,9600,0,6.7749999999999995,1547,Medium,Low
43056052,2015-09-01,N/A,FALSE,13,3,Geylang,Central Region,389799,1.31253,103.88268,Apartment,Entire home/apt,3,1,2,2,Real Bed,17,180,500,0,1,0,30,1125,3,0,93,9,9,9,9,9,9,FALSE,moderate,13,13,0,0.06,90,0,16200,0,7.4312499999999995,1547,High,Low
43056052,2015-09-01,N/A,FALSE,13,3,Downtown Core,Central Region,079624,1.27509,103.84483,Apartment,Entire home/apt,2,1,0,1,Real Bed,19,190,500,0,1,0,30,1125,9,0,87,9,8,10,9,9,8,FALSE,moderate,13,13,0,0.18,270,0,51300,0,7.125,1547,High,Low
43056052,2015-09-01,N/A,FALSE,13,3,Downtown Core,Central Region,079624,1.27341,103.84485,Apartment,Entire home/apt,2,1,1,1,Real Bed,19,210,500,0,1,0,30,1125,5,0,90,10,10,9,9,10,9,FALSE,moderate,13,13,0,0.1,150,0,31500,0,7.4312499999999995,1547,High,Low
43056052,2015-09-01,N/A,FALSE,13,3,Downtown Core,Central Region,079624,1.27534,103.84711,Apartment,Entire home/apt,4,2,2,2,Real Bed,19,261,501,0,1,0,30,1125,19,0,87,9,8,9,9,10,9,FALSE,moderate,13,13,0,0.37,570,0,148770,0,7.16875,1547,High,Low
4060932,2012-11-04,N/A,FALSE,1,3,Geylang,Central Region,399941,1.30737,103.8885,Apartment,Entire home/apt,2,2,2,1,Real Bed,9,175,0,0,1,0,6,1125,1,0,100,10,10,10,10,10,10,FALSE,flexible,1,1,0,0.02,6,0,1050,0,8,2578,Low,Low
23722617,2014-11-13,within a few hours,TRUE,92,5,Geylang,Central Region,388039,1.31386,103.88666,Apartment,Entire home/apt,2,1,0,1,Real Bed,20,91,500,0,1,0,4,1125,66,22,96,10,9,10,10,9,10,FALSE,strict_14_with_grace_period,90,90,0,1.3,264,88,24024,8008,7.7375,1839,High,High
43228625,2015-09-03,within an hour,FALSE,16,6,Rochor,Central Region,228675,1.30513,103.84969,Hostel,Shared room,1,0.5,1,1,Real Bed,9,29,0,0,1,0,1,1125,116,10,82,9,9,9,9,9,9,FALSE,flexible,16,0,3,2.27,116,10,3364,290,6.95,1545,Medium,Low
43228625,2015-09-03,within an hour,FALSE,16,6,Rochor,Central Region,228675,1.305,103.84968,Bed and breakfast,Private room,2,0.5,1,1,Real Bed,16,81,0,0,1,0,1,1125,32,15,75,8,8,9,9,9,8,FALSE,flexible,16,0,3,0.63,32,15,2592,1215,6.5125,1545,Low,Medium
43228625,2015-09-03,within an hour,FALSE,16,6,Rochor,Central Region,228675,1.30339,103.84884,Hostel,Shared room,1,0.5,1,1,Real Bed,11,33,0,0,1,0,1,1125,23,10,83,8,9,10,9,10,9,FALSE,flexible,16,0,3,0.45,23,10,759,330,7.0375000000000005,1545,Low,Low
43228625,2015-09-03,within an hour,FALSE,16,6,Rochor,Central Region,228675,1.30475,103.84962,Hostel,Shared room,1,0,1,1,Real Bed,1,33,0,0,1,0,1,1125,3,1,67,8,8,9,7,9,7,FALSE,flexible,16,0,3,0.08,3,1,99,33,6.03125,1545,Low,Low
43228625,2015-09-03,within an hour,FALSE,16,6,Rochor,Central Region,228675,1.30509,103.84896,Bed and breakfast,Shared room,1,0.5,1,1,Real Bed,8,30,0,0,1,0,1,1125,38,9,87,9,9,9,9,9,9,FALSE,flexible,16,0,3,0.75,38,9,1140,270,7.16875,1545,Low,Low
41672668,2015-08-16,within an hour,FALSE,0,5,Geylang,Central Region,399839,1.31443,103.89439,Condominium,Entire home/apt,5,2,3,4,Real Bed,30,222,200,80,4,20,3,300,178,24,89,9,8,9,10,9,9,FALSE,strict_14_with_grace_period,1,1,0,3.47,534,72,118548,15984,7.2562500000000005,1563,High,High
43228625,2015-09-03,within an hour,FALSE,16,6,Rochor,Central Region,228675,1.30573,103.84885,Bed and breakfast,Shared room,4,0.5,1,4,Real Bed,20,130,0,0,1,0,1,1125,30,9,80,9,8,9,9,9,9,FALSE,flexible,16,0,3,0.62,30,9,3900,1170,6.8187500000000005,1545,Medium,Medium
21924646,2014-09-29,N/A,FALSE,1,5,Orchard,Central Region,239894,1.30021,103.83589,Apartment,Private room,2,1,1,1,Real Bed,15,120,0,0,1,0,5,10,1,0,100,10,10,10,10,10,10,FALSE,flexible,1,0,1,0.02,5,0,600,0,8,1884,Low,Low
43503277,2015-09-06,N/A,FALSE,1,3,Bukit Timah,Central Region,591301,1.3185500000000001,103.77496,Condominium,Private room,4,2,2,2,Real Bed,17,150,250,50,4,25,1,180,5,0,92,9,9,9,9,9,9,TRUE,strict_14_with_grace_period,1,0,1,0.1,5,0,750,0,7.3875,1542,Low,Low
23722617,2014-11-13,within a few hours,TRUE,92,5,River Valley,Central Region,239666,1.29478,103.83901,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,120,1000,0,1,0,5,1125,28,11,96,10,10,10,10,10,9,FALSE,strict_14_with_grace_period,90,90,0,0.55,140,55,16800,6600,7.78125,1839,High,High
23722617,2014-11-13,within a few hours,TRUE,92,5,Rochor,Central Region,228184,1.30387,103.84695,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,100,1000,0,1,0,10,1125,17,10,92,10,9,10,10,9,10,FALSE,strict_14_with_grace_period,90,90,0,0.43,170,100,17000,10000,7.5625,1839,High,High
20883050,2014-09-03,within an hour,FALSE,38,7,Kallang,Central Region,389193,1.30971,103.87093,Apartment,Private room,2,1,1,1,Real Bed,27,60,0,0,2,15,1,1125,90,51,88,9,9,10,10,9,9,FALSE,strict_14_with_grace_period,39,0,39,1.77,90,51,5400,3060,7.3,1910,Medium,Medium
20883050,2014-09-03,within an hour,FALSE,38,7,Geylang,Central Region,398698,1.31137,103.88129,Apartment,Private room,2,1,1,1,Real Bed,25,60,0,0,2,10,1,1125,88,30,86,9,8,9,9,9,9,FALSE,strict_14_with_grace_period,39,0,39,1.74,88,30,5280,1800,7.08125,1910,Medium,Medium
20883050,2014-09-03,within an hour,FALSE,38,7,Geylang,Central Region,398698,1.31136,103.88151,Apartment,Private room,2,1,1,1,Real Bed,25,60,0,0,2,10,1,1125,67,13,83,9,8,9,9,8,8,FALSE,strict_14_with_grace_period,39,0,39,1.32,67,13,4020,780,6.8625,1910,Medium,Low
20883050,2014-09-03,within an hour,FALSE,38,7,Geylang,Central Region,398698,1.31152,103.88109,Apartment,Private room,2,1,1,1,Real Bed,28,60,0,0,2,15,1,1125,13,6,88,9,8,10,10,9,9,FALSE,strict_14_with_grace_period,39,0,39,0.25,13,6,780,360,7.2562500000000005,1910,Low,Low
20883050,2014-09-03,within an hour,FALSE,38,7,Geylang,Central Region,398698,1.31108,103.8833,Apartment,Private room,2,1,1,1,Real Bed,27,70,0,0,2,15,1,1125,7,4,74,7,9,9,10,8,8,FALSE,strict_14_with_grace_period,39,0,39,0.14,7,4,490,280,6.46875,1910,Low,Low
43228625,2015-09-03,within an hour,FALSE,16,6,Rochor,Central Region,228675,1.30385,103.85095,Bed and breakfast,Shared room,1,0.5,1,1,Real Bed,10,33,0,0,1,0,1,1125,6,2,73,7,8,9,9,8,8,FALSE,flexible,16,0,3,0.14,6,2,198,66,6.3374999999999995,1545,Low,Low
3406941,2012-08-29,within an hour,FALSE,1,9,Novena,Central Region,228603,1.31347,103.84091,House,Entire home/apt,8,3,4,4,Real Bed,16,700,600,150,7,100,5,30,9,1,90,8,9,9,9,9,9,FALSE,strict_14_with_grace_period,1,1,0,0.19,45,5,31500,3500,7.2562500000000005,2645,High,Medium
43228625,2015-09-03,within an hour,FALSE,16,6,Rochor,Central Region,228675,1.30352,103.85056,Bed and breakfast,Shared room,1,0.5,1,8,Real Bed,17,29,0,0,1,0,1,1125,76,21,83,9,9,10,9,9,9,FALSE,flexible,16,0,3,1.57,76,21,2204,609,7.0375000000000005,1545,Low,Low
43228625,2015-09-03,within an hour,FALSE,16,6,Rochor,Central Region,228675,1.30526,103.8495,Bed and breakfast,Private room,2,0.5,1,1,Real Bed,10,79,0,0,1,0,1,1125,9,3,78,8,8,9,9,9,8,FALSE,flexible,16,0,3,0.18,9,3,711,237,6.64375,1545,Low,Low
43228625,2015-09-03,within an hour,FALSE,16,6,Rochor,Central Region,228675,1.30412,103.84905,Hostel,Shared room,1,0.5,1,1,Real Bed,9,35,0,0,1,0,1,1125,7,1,69,6,8,8,8,9,7,FALSE,flexible,16,0,3,0.14,7,1,245,35,6.03125,1545,Low,Low
43228625,2015-09-03,within an hour,FALSE,16,6,Rochor,Central Region,228675,1.30397,103.84928,Hostel,Shared room,1,0.5,1,1,Real Bed,1,30,0,0,1,0,1,1125,12,2,78,9,8,9,9,10,9,FALSE,flexible,16,0,3,0.25,12,2,360,60,6.7749999999999995,1545,Low,Low
1725521,2012-02-09,within an hour,FALSE,19,6,Geylang,Central Region,398359,1.31274,103.88659,Condominium,Entire home/apt,7,2,2,3,Real Bed,38,180,150,55,4,15,2,1125,183,46,94,9,9,9,10,9,9,FALSE,moderate,18,18,0,3.59,366,92,65880,16560,7.51875,2847,High,High
26823765,2015-01-28,within an hour,FALSE,8,8,Newton,Central Region,229426,1.30543,103.8403,Apartment,Entire home/apt,4,1,1,2,Real Bed,17,135,500,50,2,25,3,180,82,32,90,10,9,10,10,10,9,TRUE,strict_14_with_grace_period,6,6,0,1.91,246,96,33210,12960,7.4750000000000005,1763,High,High
26823765,2015-01-28,within an hour,FALSE,8,8,Newton,Central Region,229426,1.30488,103.84002,House,Entire home/apt,3,1,1,1,Real Bed,23,135,500,50,2,25,3,180,82,41,92,9,9,10,10,10,9,TRUE,strict_14_with_grace_period,6,6,0,1.72,246,123,33210,16605,7.51875,1763,High,High
12325063,2014-02-17,N/A,FALSE,1,2,Kallang,Central Region,219067,1.31714,103.85011,Apartment,Private room,2,1,1,1,Real Bed,7,55,0,0,1,0,2,5,2,0,100,10,10,10,10,10,10,TRUE,flexible,1,0,1,0.04,4,0,220,0,8,2108,Low,Low
23722617,2014-11-13,within a few hours,TRUE,92,5,River Valley,Central Region,239666,1.29488,103.8392,Apartment,Entire home/apt,2,1,0,1,Real Bed,17,115,1000,0,1,0,6,1124,33,4,95,9,10,10,10,10,9,FALSE,strict_14_with_grace_period,90,90,0,0.65,198,24,22770,2760,7.6937500000000005,1839,High,Medium
11897350,2014-02-03,within an hour,TRUE,3,8,Queenstown,Central Region,138679,1.30454,103.78458,Apartment,Private room,1,2.5,1,1,Real Bed,46,60,200,30,1,10,20,1125,7,0,100,10,10,10,10,10,10,FALSE,flexible,3,0,3,0.14,140,0,8400,0,8,2122,Medium,Low
6609641,2013-05-28,within an hour,TRUE,18,7,Tanglin,Central Region,257871,1.31667,103.82595,Serviced apartment,Hotel room,5,3.5,3,4,Real Bed,48,300,1000,120,1,0,7,999,33,10,98,10,10,10,10,10,10,TRUE,strict_14_with_grace_period,19,12,0,0.66,231,70,69300,21000,7.9125000000000005,2373,High,High
15017059,2014-05-02,N/A,FALSE,1,5,Serangoon,North-East Region,550519,1.37279,103.87369,Apartment,Private room,2,1,1,1,Real Bed,22,40,0,0,1,10,5,1125,14,0,92,9,9,9,9,8,9,FALSE,strict_14_with_grace_period,1,0,1,0.28,70,0,2800,0,7.34375,2034,Low,Low
2413412,2012-05-19,within an hour,FALSE,113,5,Kallang,Central Region,209844,1.30857,103.86234,Apartment,Private room,1,3,1,1,Real Bed,31,45,0,15,1,10,18,365,1,0,100,10,10,10,10,10,10,TRUE,strict_14_with_grace_period,120,0,120,0.02,18,0,810,0,8,2747,Low,Low
165209,2010-07-13,within a few hours,TRUE,2,7,Bedok,East Region,470716,1.34006,103.92719,Apartment,Entire home/apt,4,2,2,2,Real Bed,44,126,200,50,2,0,60,1125,13,3,97,10,9,10,10,10,9,FALSE,strict_14_with_grace_period,2,1,1,0.27,780,180,98280,22680,7.78125,3423,High,High
35188721,2015-06-07,N/A,FALSE,1,2,Kallang,Central Region,207852,1.31439,103.85852,Apartment,Private room,1,1,1,1,Real Bed,10,50,0,0,1,0,5,1125,3,0,90,10,7,10,10,8,8,FALSE,flexible,1,0,1,0.06,15,0,750,0,7.2562500000000005,1633,Low,Low
28382771,2015-02-26,N/A,FALSE,6,3,Bukit Merah,Central Region,158748,1.29213,103.81734,Apartment,Entire home/apt,2,2,1,1,Real Bed,12,250,250,60,2,25,2,1125,2,0,90,10,10,9,9,9,9,FALSE,strict_14_with_grace_period,6,6,0,0.04,4,0,1000,0,7.3875,1734,Low,Low
29420853,2015-03-16,within an hour,FALSE,140,8,Novena,Central Region,329737,1.32869,103.8474,Condominium,Entire home/apt,3,1,1,1,Real Bed,33,130,300,30,2,20,25,1125,10,1,94,8,9,10,9,10,9,FALSE,strict_14_with_grace_period,140,137,0,0.2,250,25,32500,3250,7.51875,1716,High,Medium
10312015,2013-11-28,N/A,FALSE,1,5,Bukit Merah,Central Region,089385,1.27629,103.83692,House,Private room,2,1,1,1,Real Bed,7,130,0,0,1,0,4,1125,26,2,99,10,10,10,10,10,10,FALSE,moderate,1,0,1,0.55,104,8,13520,1040,7.95625,2189,Medium,Low
7095710,2013-06-24,within a few hours,FALSE,12,7,Outram,Central Region,069249,1.28289,103.84728,Townhouse,Entire home/apt,2,1,1,1,Real Bed,29,111,300,30,1,0,2,1125,39,6,84,9,9,10,10,10,9,FALSE,strict_14_with_grace_period,11,10,1,0.77,78,12,8658,1332,7.16875,2346,Medium,Medium
4412979,2012-12-15,within an hour,FALSE,7,3,Bukit Timah,Central Region,278612,1.31696,103.78709,House,Private room,1,1,1,1,Real Bed,33,48,0,20,1,0,2,240,31,4,86,9,9,9,9,8,9,TRUE,strict_14_with_grace_period,16,3,13,0.61,62,8,2976,384,7.08125,2537,Low,Low
32184450,2015-04-29,within an hour,FALSE,73,7,Novena,Central Region,329737,1.32421,103.85337,Apartment,Entire home/apt,6,1,2,2,Real Bed,28,201,300,25,6,20,3,1125,84,2,90,8,9,9,9,9,9,FALSE,strict_14_with_grace_period,79,79,0,1.66,252,6,50652,1206,7.2562500000000005,1672,High,Medium
8492007,2013-08-28,within a few hours,FALSE,175,5,Novena,Central Region,328754,1.32475,103.8522,Serviced apartment,Entire home/apt,5,1,2,2,Real Bed,30,207,0,25,3,20,3,1125,6,0,68,6,8,8,8,10,7,FALSE,strict_14_with_grace_period,169,108,1,0.13,18,0,3726,0,6.03125,2281,Medium,Low
32997122,2015-05-09,N/A,FALSE,1,5,Tanglin,Central Region,268844,1.31491,103.80578,Apartment,Entire home/apt,3,1,1,1,Real Bed,18,120,0,20,2,25,2,1125,4,0,100,10,10,10,10,10,10,TRUE,strict_14_with_grace_period,1,1,0,0.08,8,0,960,0,8,1662,Low,Low
31464513,2015-04-18,within an hour,FALSE,115,8,Novena,Central Region,329737,1.32235,103.85286,Serviced apartment,Hotel room,6,2,2,2,Real Bed,33,231,200,50,4,25,5,1124,6,0,100,10,10,10,10,9,10,TRUE,strict_14_with_grace_period,106,68,0,0.21,30,0,6930,0,7.95625,1683,Medium,Low
8492007,2013-08-28,within a few hours,FALSE,175,5,Novena,Central Region,329802,1.32427,103.85103,Apartment,Entire home/apt,6,2,2,2,Real Bed,22,218,0,25,4,20,8,1125,6,0,87,8,8,9,9,9,9,FALSE,strict_14_with_grace_period,169,108,1,0.13,48,0,10464,0,7.08125,2281,Medium,Low
45368183,2015-09-29,within an hour,FALSE,9,5,Outram,Central Region,058331,1.28476,103.84589,Hostel,Hotel room,9,5,1,9,Real Bed,29,29,0,0,1,33,1,1125,6,1,90,10,8,10,10,10,9,TRUE,moderate,9,0,0,0.15,6,1,174,29,7.4312499999999995,1519,Low,Low
45368183,2015-09-29,within an hour,FALSE,9,5,Outram,Central Region,058331,1.28365,103.84637,Hostel,Hotel room,6,5,1,6,Real Bed,25,31,0,0,1,37,1,1125,16,2,90,9,9,10,10,10,9,TRUE,moderate,9,0,0,0.34,16,2,496,62,7.4312499999999995,1519,Low,Low
45368183,2015-09-29,within an hour,FALSE,9,5,Outram,Central Region,058331,1.28285,103.8445,Hostel,Hotel room,8,5,1,8,Real Bed,28,29,0,0,1,33,1,1125,37,9,90,9,8,10,9,10,9,TRUE,moderate,9,0,0,0.76,37,9,1073,261,7.34375,1519,Low,Low
45368183,2015-09-29,within an hour,FALSE,9,5,Outram,Central Region,058331,1.2842,103.84444,Hostel,Hotel room,8,1,1,8,Real Bed,25,31,0,0,1,37,1,1125,19,5,91,10,9,10,10,10,9,TRUE,moderate,9,0,0,0.38,19,5,589,155,7.51875,1519,Low,Low
35444084,2015-06-10,within an hour,FALSE,1,5,Queenstown,Central Region,271006,1.30652,103.79449,Apartment,Private room,2,1,1,1,Real Bed,21,75,500,75,1,25,1,180,12,10,95,10,10,10,10,10,9,FALSE,strict_14_with_grace_period,1,0,1,0.25,12,10,900,750,7.7375,1630,Low,Low
45661681,2015-10-03,within a few hours,FALSE,7,5,Downtown Core,Central Region,018987,1.28027,103.85072,Apartment,Entire home/apt,3,1,0,1,Real Bed,35,207,500,50,1,30,30,1125,10,3,84,8,9,9,9,10,8,FALSE,strict_14_with_grace_period,9,8,1,0.21,300,90,62100,18630,6.9937499999999995,1515,High,High
45661681,2015-10-03,within a few hours,FALSE,7,5,Downtown Core,Central Region,018987,1.28028,103.85331,Condominium,Entire home/apt,4,1,0,2,Real Bed,47,228,500,50,1,30,30,1125,10,0,72,8,9,9,8,10,7,FALSE,strict_14_with_grace_period,9,8,1,0.2,300,0,68400,0,6.3812500000000005,1515,High,Low
45661681,2015-10-03,within a few hours,FALSE,7,5,Downtown Core,Central Region,018987,1.28039,103.85233,Condominium,Entire home/apt,5,2,2,2,Real Bed,46,408,500,66,2,30,14,1125,19,5,96,9,9,10,10,10,9,FALSE,strict_14_with_grace_period,9,8,1,0.47,266,70,108528,28560,7.6937500000000005,1515,High,High
15503071,2014-05-14,within an hour,FALSE,14,5,Kallang,Central Region,217835,1.31546,103.85508,Loft,Private room,2,4,1,1,Real Bed,21,70,0,25,1,10,90,1125,16,1,86,9,8,10,9,9,8,FALSE,moderate,13,0,13,0.37,1440,90,100800,6300,7.08125,2022,High,High
42182224,2015-08-22,within an hour,TRUE,12,9,Choa Chu Kang,West Region,677903,1.38153,103.75944,Apartment,Entire home/apt,7,1,2,3,Real Bed,21,167,273,123,4,25,2,120,21,0,90,9,9,9,10,9,9,TRUE,strict_14_with_grace_period,3,3,0,0.49,42,0,7014,0,7.34375,1557,Medium,Low
39361795,2015-07-23,within an hour,FALSE,2,8,Geylang,Central Region,387516,1.31584,103.88199,Condominium,Entire home/apt,6,1,2,4,Real Bed,53,108,148,48,3,18,1,1125,181,47,95,9,10,10,10,10,9,FALSE,strict_14_with_grace_period,2,2,0,3.68,181,47,19548,5076,7.6937500000000005,1587,High,Medium
39361795,2015-07-23,within an hour,FALSE,2,8,Geylang,Central Region,387516,1.31567,103.88186,Condominium,Entire home/apt,7,1,2,5,Real Bed,52,117,0,58,4,18,1,1125,17,3,94,9,9,10,10,10,9,FALSE,strict_14_with_grace_period,2,2,0,0.37,17,3,1989,351,7.60625,1587,Low,Low
46349904,2015-10-12,N/A,FALSE,1,5,Kallang,Central Region,210015,1.3134,103.85402,Apartment,Private room,2,1,1,2,Real Bed,2,201,0,0,1,0,1,1125,1,0,100,10,10,10,10,10,10,FALSE,flexible,1,0,1,0.02,1,0,201,0,8,1506,Low,Low
45410124,2015-09-30,N/A,FALSE,1,5,Bukit Timah,Central Region,269632,1.31331,103.79929,Condominium,Entire home/apt,4,2,2,2,Real Bed,17,199,500,50,1,0,3,1125,2,0,80,8,7,7,9,9,8,FALSE,moderate,1,1,0,0.04,6,0,1194,0,6.6000000000000005,1518,Low,Low
33876134,2015-05-21,N/A,FALSE,1,4,River Valley,Central Region,237990,1.29525,103.83722,Apartment,Entire home/apt,4,2,2,2,Real Bed,22,325,500,75,2,40,3,30,2,0,100,10,10,10,10,10,10,FALSE,strict_14_with_grace_period,1,1,0,0.04,6,0,1950,0,8,1650,Low,Low
46515276,2015-10-14,within an hour,FALSE,11,6,Kallang,Central Region,389203,1.30985,103.87271,Townhouse,Private room,4,1,1,4,Real Bed,11,100,0,0,1,0,2,1125,40,11,91,9,9,10,10,10,9,FALSE,strict_14_with_grace_period,11,0,11,0.83,80,22,8000,2200,7.4750000000000005,1504,Medium,Medium
46545593,2015-10-14,within an hour,FALSE,14,3,Kallang,Central Region,209178,1.31251,103.86023,Hostel,Hotel room,16,6,1,16,Real Bed,24,22,0,0,1,28,1,1125,38,0,84,9,9,9,9,9,9,TRUE,moderate,14,0,0,0.77,38,0,836,0,7.0375000000000005,1504,Low,Low
17202370,2014-06-24,N/A,FALSE,1,8,Geylang,Central Region,399746,1.31028,103.88633,Apartment,Private room,1,1,1,1,Real Bed,17,40,0,0,1,0,3,1125,6,0,93,10,9,9,10,9,10,FALSE,flexible,1,0,1,0.12,18,0,720,0,7.5625,1981,Low,Low
8881470,2013-09-16,within an hour,FALSE,5,3,Outram,Central Region,059488,1.28307,103.84395,Bed and breakfast,Hotel room,7,0,1,7,Real Bed,34,315,220,0,7,25,1,14,1,1,100,10,10,10,10,10,10,TRUE,strict_14_with_grace_period,5,0,0,0.12,1,1,315,315,8,2262,Low,Low
9865398,2013-11-07,N/A,FALSE,1,6,Novena,Central Region,309073,1.31702,103.83964,Apartment,Entire home/apt,3,1.5,1,1,Real Bed,14,128,0,30,2,45,6,1125,3,0,93,10,9,10,10,10,9,FALSE,strict_14_with_grace_period,1,1,0,0.06,18,0,2304,0,7.60625,2210,Low,Low
26823765,2015-01-28,within an hour,FALSE,8,8,Downtown Core,Central Region,018987,1.28041,103.85241,Condominium,Entire home/apt,4,2,2,2,Real Bed,32,310,500,50,4,25,90,180,5,0,92,9,8,10,9,10,8,FALSE,strict_14_with_grace_period,6,6,0,0.1,450,0,139500,0,7.3875,1763,High,Low
45661681,2015-10-03,within a few hours,FALSE,7,5,Novena,Central Region,308610,1.32148,103.84106,Apartment,Entire home/apt,4,1,1,2,Real Bed,19,117,500,30,1,30,5,1125,8,0,78,8,7,9,9,9,9,FALSE,strict_14_with_grace_period,9,8,1,0.17,40,0,4680,0,6.64375,1515,Medium,Low
23722617,2014-11-13,within a few hours,TRUE,92,5,Outram,Central Region,058345,1.28337,103.84369,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,120,500,0,1,0,10,1125,8,7,95,10,9,10,10,10,10,FALSE,strict_14_with_grace_period,90,90,0,0.28,80,70,9600,8400,7.7375,1839,Medium,High
35666883,2015-06-12,within an hour,FALSE,7,6,Marine Parade,Central Region,439894,1.30332,103.90058,Apartment,Private room,2,1,1,1,Real Bed,20,100,0,20,2,30,1,1125,68,27,89,9,9,9,10,9,8,TRUE,moderate,8,0,8,1.39,68,27,6800,2700,7.2562500000000005,1628,Medium,Medium
47137927,2015-10-21,N/A,FALSE,1,5,Museum,Central Region,238598,1.29773,103.84347,Apartment,Private room,2,1,1,1,Real Bed,24,130,0,0,1,0,2,14,11,0,98,10,10,10,10,10,10,FALSE,moderate,1,0,1,0.24,22,0,2860,0,7.9125000000000005,1497,Low,Low
8948251,2013-09-20,within an hour,FALSE,75,7,Outram,Central Region,059108,1.28304,103.84294,Apartment,Private room,1,1,1,0,Real Bed,35,60,0,20,1,10,18,365,1,0,60,6,6,10,10,6,8,TRUE,strict_14_with_grace_period,92,0,92,0.02,18,0,1080,0,5.6375,2258,Low,Low
47153665,2015-10-22,within an hour,TRUE,2,6,Jurong West,West Region,642274,1.35349,103.70204,Apartment,Private room,2,1,1,1,Real Bed,44,44,0,10,2,10,1,1125,41,10,98,10,10,10,10,9,10,FALSE,moderate,2,1,1,0.83,41,10,1804,440,7.8687499999999995,1496,Low,Low
47153665,2015-10-22,within an hour,TRUE,2,6,Jurong West,West Region,642274,1.35249,103.70206,Apartment,Entire home/apt,6,1,2,5,Real Bed,22,111,200,20,4,20,2,1125,1,0,100,10,10,10,10,10,10,FALSE,moderate,2,1,1,0.04,2,0,222,0,8,1496,Low,Low
35666883,2015-06-12,within an hour,FALSE,7,6,Marine Parade,Central Region,439894,1.30208,103.90206,Condominium,Private room,3,1,1,1,Real Bed,29,117,0,20,2,30,1,1125,46,24,85,9,9,9,9,9,8,TRUE,moderate,8,0,8,0.97,46,24,5382,2808,7.0375000000000005,1628,Medium,Medium
